review_body,review_date
This is part of the 4 main palace in Seoul. You can get a combined ticket for all the 4 palaces of else an individual ticket costs 2000 KRW. We didn't intend to go to all the 4 palaces and hence bought individual tickets. The palace itself is a bit underwhelming. We spent an hour walking around the grounds and it's alright if the weather is good. It's one of the tick the boxes attraction in Seoul and you could visit it if you feel the need to. Not missing much if you don't have the time.,"September 23, 2017"
"This in some ways has some of the strengths of the forbidden city, without the traffic and air quality woes. Unfortunately they do not have the nice displays of palace furniture, art objects and treasures that the forbidden city has. Still impressive, but could be so much more. Perhaps these items are in other museums? If so they should be repatriated for the Korean people ","September 22, 2017"
"Peaceful, serene royal and most importantly a must-see attraction in Seoul.I am not a history or touristy place visitor. I enjoy beach, quiet and easy-going places. This time me and my wife visited this Palace just to see how the look and feel of the place is. It is really a place for spending quiet time and get lost in your thoughts. The lake and structure in the middle is really something one should experience. The calmness and cool breeze even in the may-june afternoon sun does makes it relaxing. They have folk dance and song show at the palace. Coffee shop is a typical touristy place for drinks and leisure out. Overall, if you are a history-buff do visit this place.Cheers,BokaBoy","September 29, 2017"
You can rent Hanbok for 1-2 hr before entrance the palace. It's free entrance fee if not you have to pay the fee(I'm not sure for the price). Near the palace have shopping street and many cafe.,"September 28, 2017"
"Gyeongbokgung Palace is a beautiful example of Korean architecture, albeit rebuilt. This palace is the oldest and I rate it a definite must see. This palace served as the seat of government during most of the Joseon Dynasty. Well worth a visit.","September 26, 2017"
"you can go at night or morning. Both times are good. You can see colors of changing leaves in the morning. At night, they have some cultural activities. ","September 26, 2017"
"beautiful place. took me a long time to actually get there but it was great. the grounds are so pretty. standard entry is 3,000₩ (free if you wear a hanbok so you'll likely see lots of ppl running around in them which is cool) as you walk further into the palace you can see the mountains and if you look back you'll see the city which is like the most seoul thing ever.they serve tea in the library and other drinks in the cafe/souvenir shop (most upwards of 5,000₩). i finally got there at almost 11 -quite busy, the grounds are big though so getting shots without other people is possible. i put it into my itinerary as a quick morning activity and didn't end up leaving until just after noon so make the time if you're the type to want to explore every corner of a place, it really is huge. ","September 25, 2017"
"A Must do if it's you're first time visiting South Korea. The palace is beautiful, Entrance fee was about 3000 won. you can also watch the changing of the royal guard ceremony. ","September 25, 2017"
"This temple is the best in Seoul, SK. Entrance is only $3,000W like $3usd. There is so much to do inside the place. There is also a museum and a few other shrines. This was my favourite spot in Seoul. Make sure you go there early because it gets packed so it is tough to take pics without people around. This is a MUST.","September 25, 2017"
"The Gyeongbokgung Palace was worth the trip across Seoul - we walked it to get a feel for the city but you could easily take the Metro. The entrance is intricate and worth a picture in front of the gate, the palace itself is beautiful and is a good spot to sit and relax for a few minutes outside of it just to take it all in. We were there on a Sunday and there were quite a few people dressed in traditional Korean clothes, still uncertain as to why, but it added to the experience. You should allot about an hour or two to wander the grounds. ","September 24, 2017"
This is part of the 4 main palace in Seoul. You can get a combined ticket for all the 4 palaces of else an individual ticket costs 2000 KRW. We didn't intend to go to all the 4 palaces and hence bought individual tickets. The palace itself is a bit underwhelming. We spent an hour walking around the grounds and it's alright if the weather is good. It's one of the tick the boxes attraction in Seoul and you could visit it if you feel the need to. Not missing much if you don't have the time.,"September 23, 2017"
"This in some ways has some of the strengths of the forbidden city, without the traffic and air quality woes. Unfortunately they do not have the nice displays of palace furniture, art objects and treasures that the forbidden city has. Still impressive, but could be so much more. Perhaps these items are in other museums? If so they should be repatriated for the Korean people ","September 22, 2017"
The biggest and the oldest palace in seoul. Very nice experience for a foreign tourist to see local culture,"September 21, 2017"
"Arrived after an interesting Subway ride, this is a vast complex take your time enjoy it. my expectation was alot higher based on the Photos I had seen previously. Still Interesting worth a visit","September 20, 2017"
" The subway takes you right to the entrance. 3000 fee to enter is amazing. If you want to rent a costume nearby for 10000 then you free entrance. Touring of actual buildings is limited, but able to see in a few. There are tours offered but we did not take one. Read that tours of the pavilion are available but must be booked via internet at least one day in advance. Wear sunblock as shade is minimal. Wear good shoes as path can be uneven. The architecture is amazing and we really enjoyed as this was our first trip to an oriental country... completely different than anything we had seen. ","September 20, 2017"
We were in for a pleasant surprise as we happened to come across this palace! Beautiful palace with plenty to see! Definitely recommend! We were lucky to see a concert there in the evening filled with amazing Korean music - must see!,"September 20, 2017"
"If you rent/wear hanbok (Korean traditional clothes) in Seoul. You can enter in any of their major Palaces for free. It's not a bad idea. And the clothes are super comfortable and beautiful. My friends and I rented our hanbok in Myeongdong area (onedayhanbok.com), then took a cab (or take the trains) to Gyeongbokgung.The palace is a huge compound of traditional Korean architecture. Take your time in walking around. ","September 19, 2017"
"Gyeongbokgung Palace , was the main royal palace of the Joseon dynasty. Built in 1395, it is located in northen  Seoul,now National Palace  Museum of Korea and National Folk Museum  I went to Gyeongbokgung Palace in 2/9/2017.The ticket was 3000 KWN.The ticket office not crowded. The entrance is a massive open area with the palace in front of a serene mountain backdrop. Although not the original construction.It is contain 6 gates (Gwanghwamun The Main and South Gate,Heungnyemun The Second Inner Gate ,Geunjeongmun Gate,Sinmumun Gate,Geonchunmun Gate and Yeongchumun The West Gate .Moreover it contain many buildings like Gyeonghoeru ,The King's Quarters ,The Throne Hall , magnificent park ,lakes and Etc.I enjoyed In this place .But,The weather was hot when I came.You must see this Attraction.","September 19, 2017"
"This palace was nice to see for historical reasons, but it is not impressive after you have seen the Forbidden City. It is similar, but smaller and less appointed. Enjoy the extras they have at different times, like shows, teas, and such.","September 18, 2017"
Quite a sight. Grand and beautiful. But thats it. Just a place for u to take photos. Shdnt spend more than an hour here unless you are doing a photoshoot or something. ,"September 18, 2017"
"Wonderful architecture and a must to visit. Would be ideal to have a proper tour guide to show your around and understand the history of each of the structure. Part of the palace was destroyed during the world war, but they preserved what is left and they build a replica.","September 18, 2017"
This is o must to see in Seoul very nice Palace.. take you time to Walk around in the Palace 1.5 hour is Good,"September 18, 2017"
The biggest and the oldest palace in seoul. Very nice experience for a foreign tourist to see local culture,"September 21, 2017"
"Arrived after an interesting Subway ride, this is a vast complex take your time enjoy it. my expectation was alot higher based on the Photos I had seen previously. Still Interesting worth a visit","September 20, 2017"
" The subway takes you right to the entrance. 3000 fee to enter is amazing. If you want to rent a costume nearby for 10000 then you free entrance. Touring of actual buildings is limited, but able to see in a few. There are tours offered but we did not take one. Read that tours of the pavilion are available but must be booked via internet at least one day in advance. Wear sunblock as shade is minimal. Wear good shoes as path can be uneven. The architecture is amazing and we really enjoyed as this was our first trip to an oriental country... completely different than anything we had seen. ","September 20, 2017"
We were in for a pleasant surprise as we happened to come across this palace! Beautiful palace with plenty to see! Definitely recommend! We were lucky to see a concert there in the evening filled with amazing Korean music - must see!,"September 20, 2017"
"If you rent/wear hanbok (Korean traditional clothes) in Seoul. You can enter in any of their major Palaces for free. It's not a bad idea. And the clothes are super comfortable and beautiful. My friends and I rented our hanbok in Myeongdong area (onedayhanbok.com), then took a cab (or take the trains) to Gyeongbokgung.The palace is a huge compound of traditional Korean architecture. Take your time in walking around. ","September 19, 2017"
"Gyeongbokgung Palace , was the main royal palace of the Joseon dynasty. Built in 1395, it is located in northen  Seoul,now National Palace  Museum of Korea and National Folk Museum  I went to Gyeongbokgung Palace in 2/9/2017.The ticket was 3000 KWN.The ticket office not crowded. The entrance is a massive open area with the palace in front of a serene mountain backdrop. Although not the original construction.It is contain 6 gates (Gwanghwamun The Main and South Gate,Heungnyemun The Second Inner Gate ,Geunjeongmun Gate,Sinmumun Gate,Geonchunmun Gate and Yeongchumun The West Gate .Moreover it contain many buildings like Gyeonghoeru ,The King's Quarters ,The Throne Hall , magnificent park ,lakes and Etc.I enjoyed In this place .But,The weather was hot when I came.You must see this Attraction.","September 19, 2017"
"This palace was nice to see for historical reasons, but it is not impressive after you have seen the Forbidden City. It is similar, but smaller and less appointed. Enjoy the extras they have at different times, like shows, teas, and such.","September 18, 2017"
Quite a sight. Grand and beautiful. But thats it. Just a place for u to take photos. Shdnt spend more than an hour here unless you are doing a photoshoot or something. ,"September 18, 2017"
"Wonderful architecture and a must to visit. Would be ideal to have a proper tour guide to show your around and understand the history of each of the structure. Part of the palace was destroyed during the world war, but they preserved what is left and they build a replica.","September 18, 2017"
This is o must to see in Seoul very nice Palace.. take you time to Walk around in the Palace 1.5 hour is Good,"September 18, 2017"
"We visited here using the metro via exit 5 at Gyeongbokgung station. We first paid a short visit to the National Palace museum which had free entrance before visiting Gyeongbokgung palace. Entry fees was KRW 3000/pax. The palace complex was big and the structures were beautiful. Plenty of visitors here and many took the opportunity of posing in the Korean national costume for photos. We spent a good 2 to 3 hours walking around and taking photos. As it was autumn, some of the leaves were already changing colours. If you only have time to visit one palace in Seoul, this is it. We didn't wait around to observe the changing of the guards here.","September 17, 2017"
"Entering the Palace grounds is deceptive - it is really a large complex and you could spend a good deal of time exploring the buildings. You can rent a hanbok & venture into this palace, like it was Joseon period. The architectural details are beautiful. Love the to sit beside a lake & relax.","September 17, 2017"
Offers some interesting insight on Korean history and the nobles that use to live in this palace. They have free tour guides in English.,"September 17, 2017"
"Be ready to walk a lot. The place is huge. Drinking water availabe in fountains. Went in september and weather was great. Bring cap/hat and sunscreen. The gardens are beautiful, the buildings are amazing specially the one with the lake around. Amazing photos. It will take you at least 4 hours.","September 17, 2017"
"We went to the palace we only had an hour to be there before it closed, I suggest to go there in the first half of the day because they close 4 pm (Korean time) The price I paid is 9000KRW I've got a discount since I am a student. The place itself is beautiful but I think that it suits the best for people who are interested in historical destinations. I did enjoy the place because I learned more about unknown to me Korean culture.P.S. Everyone is very friendly","September 17, 2017"
"The place is so big with many historical background behind it. To enjoy the site the fullest, make sure 2 things: 1) have a guide that can explain 2) rent yourself the Korean traditional clothing and take photos with it.","September 16, 2017"
"It is a wonderful historic site and is quite big so make sure to take water and comfy shoes. You also have free access to a museum that is inside the compound. Its a great day time activity, right in the middle of the city.","September 16, 2017"
"Breathtaking view of the metro facing the extremely old facade of Gyeongbukgung Palace is exquisitely the best. Having the mountains of Korea as the backdrop, the palace for the Crowned Prince of Korea is the place to be if you're lusty of the epic royalties of Korea. Why not to try some Hanbok for an experience of a lifetime?","September 16, 2017"
"I've been to Korea over and over, and I always ended up here, because they always have many festivals held in the palace. It's beautiful during spring, autumn and winter. If you are wearing hanbok (Korean traditional clothe) then you get free admission to enter the palace.","September 15, 2017"
This is lovely and not very crowded. We took a guided tour of the garden. Would call this a must do in Seoul.,"September 15, 2017"
"We visited here using the metro via exit 5 at Gyeongbokgung station. We first paid a short visit to the National Palace museum which had free entrance before visiting Gyeongbokgung palace. Entry fees was KRW 3000/pax. The palace complex was big and the structures were beautiful. Plenty of visitors here and many took the opportunity of posing in the Korean national costume for photos. We spent a good 2 to 3 hours walking around and taking photos. As it was autumn, some of the leaves were already changing colours. If you only have time to visit one palace in Seoul, this is it. We didn't wait around to observe the changing of the guards here.","September 17, 2017"
"Entering the Palace grounds is deceptive - it is really a large complex and you could spend a good deal of time exploring the buildings. You can rent a hanbok & venture into this palace, like it was Joseon period. The architectural details are beautiful. Love the to sit beside a lake & relax.","September 17, 2017"
Offers some interesting insight on Korean history and the nobles that use to live in this palace. They have free tour guides in English.,"September 17, 2017"
"Be ready to walk a lot. The place is huge. Drinking water availabe in fountains. Went in september and weather was great. Bring cap/hat and sunscreen. The gardens are beautiful, the buildings are amazing specially the one with the lake around. Amazing photos. It will take you at least 4 hours.","September 17, 2017"
"We went to the palace we only had an hour to be there before it closed, I suggest to go there in the first half of the day because they close 4 pm (Korean time) The price I paid is 9000KRW I've got a discount since I am a student. The place itself is beautiful but I think that it suits the best for people who are interested in historical destinations. I did enjoy the place because I learned more about unknown to me Korean culture.P.S. Everyone is very friendly","September 17, 2017"
"The place is so big with many historical background behind it. To enjoy the site the fullest, make sure 2 things: 1) have a guide that can explain 2) rent yourself the Korean traditional clothing and take photos with it.","September 16, 2017"
"It is a wonderful historic site and is quite big so make sure to take water and comfy shoes. You also have free access to a museum that is inside the compound. Its a great day time activity, right in the middle of the city.","September 16, 2017"
"Breathtaking view of the metro facing the extremely old facade of Gyeongbukgung Palace is exquisitely the best. Having the mountains of Korea as the backdrop, the palace for the Crowned Prince of Korea is the place to be if you're lusty of the epic royalties of Korea. Why not to try some Hanbok for an experience of a lifetime?","September 16, 2017"
"I've been to Korea over and over, and I always ended up here, because they always have many festivals held in the palace. It's beautiful during spring, autumn and winter. If you are wearing hanbok (Korean traditional clothe) then you get free admission to enter the palace.","September 15, 2017"
This is lovely and not very crowded. We took a guided tour of the garden. Would call this a must do in Seoul.,"September 15, 2017"
"It's a beautiful palace, at certain time during the day (10:00am) I believe, there is ceremony of the guard change. It's was fun to see it. The palace itself is gorgeous. We had a guide so the experience was even better because it included explanation of the history/culture. Overall I recommend it if you are in Seoul!","September 15, 2017"
Sadly we visited this palace on a rainy day. So could not see all the parts of this beautiful palace. Still whatever we could see was beautiful in its own way. Its better to take a guided tour of this place just in case u want to know the historical aspects.,"September 15, 2017"
Free tours in various languages are given throughout the day once you go inside. Entrance free is very cheap. ,"September 14, 2017"
"The palace is beautiful, its architecture standsout, the guides are very informative, you can see the people in their traditional hanbok everywhere. Its a must do in SK.","September 13, 2017"
"The palace is still in good condition, and have a good view. You can see the ceremonial on guardians changing on 10am and you have chance to take a picture with the guardians. Unfortunately, there's some undermaintenance work in some area.Admission fee 3000₩/person.","September 13, 2017"
Gyeonbokkung is a beautiful palace for which the history dates back 1395. It has been extremely well refurbished. We visited with kids and they didn't feel bored at all. The palace is easily accessible by bus or subway.,"September 13, 2017"
"It will take at least 2 hours to walk around this sprawling palace. Can get boring to towards the end as it is so big, so pace your visit accordingly. The central palace is really impressive, and busy. They were setting up for s[special event when visiting so didn't get to see everything. Also didn't visit the museum inside the palace grounds and fatigue was setting in.","September 13, 2017"
Nothing interest in this palace on September. May be I should come back in the winter. Snow should get everything better. Just a bit disappointment.,"September 13, 2017"
"Interesting Palace, and good location. We were there for the changing of the Guard, and then joined the free guided tour of the palace and grounds. Very impressive and worth a visit.","September 12, 2017"
"Gyeongbokgung Palace in the ancient palace in Seoul. It very easy to take MKT to the palace by drop off at Gyeongbokgung Station then walk follow the sign only 5 minutes.There will be the entrance fee if you need to experience the interior. The palace is huge and attractive if we see from the outside. When we enter to the palace, it was crowded and difficult to find nice location for our best shot.Recommend you to buy a ticket with local guide. If you buy only ticket then you would not know anything about this palace. There is no sign, no explanation then we could not get any knowledge from here.Anyway, once in Seoul Trip recommend you to have a shot with the palace.","September 12, 2017"
"It's a beautiful palace, at certain time during the day (10:00am) I believe, there is ceremony of the guard change. It's was fun to see it. The palace itself is gorgeous. We had a guide so the experience was even better because it included explanation of the history/culture. Overall I recommend it if you are in Seoul!","September 15, 2017"
Sadly we visited this palace on a rainy day. So could not see all the parts of this beautiful palace. Still whatever we could see was beautiful in its own way. Its better to take a guided tour of this place just in case u want to know the historical aspects.,"September 15, 2017"
Free tours in various languages are given throughout the day once you go inside. Entrance free is very cheap. ,"September 14, 2017"
"The palace is beautiful, its architecture standsout, the guides are very informative, you can see the people in their traditional hanbok everywhere. Its a must do in SK.","September 13, 2017"
"The palace is still in good condition, and have a good view. You can see the ceremonial on guardians changing on 10am and you have chance to take a picture with the guardians. Unfortunately, there's some undermaintenance work in some area.Admission fee 3000₩/person.","September 13, 2017"
Gyeonbokkung is a beautiful palace for which the history dates back 1395. It has been extremely well refurbished. We visited with kids and they didn't feel bored at all. The palace is easily accessible by bus or subway.,"September 13, 2017"
"It will take at least 2 hours to walk around this sprawling palace. Can get boring to towards the end as it is so big, so pace your visit accordingly. The central palace is really impressive, and busy. They were setting up for s[special event when visiting so didn't get to see everything. Also didn't visit the museum inside the palace grounds and fatigue was setting in.","September 13, 2017"
Nothing interest in this palace on September. May be I should come back in the winter. Snow should get everything better. Just a bit disappointment.,"September 13, 2017"
"Interesting Palace, and good location. We were there for the changing of the Guard, and then joined the free guided tour of the palace and grounds. Very impressive and worth a visit.","September 12, 2017"
"Gyeongbokgung Palace in the ancient palace in Seoul. It very easy to take MKT to the palace by drop off at Gyeongbokgung Station then walk follow the sign only 5 minutes.There will be the entrance fee if you need to experience the interior. The palace is huge and attractive if we see from the outside. When we enter to the palace, it was crowded and difficult to find nice location for our best shot.Recommend you to buy a ticket with local guide. If you buy only ticket then you would not know anything about this palace. There is no sign, no explanation then we could not get any knowledge from here.Anyway, once in Seoul Trip recommend you to have a shot with the palace.","September 12, 2017"
" You can see the pure art of Joseon Dynasty. Some stupids always said that it is quite smaller than chinese or japanese palace and nothing impressive. Yes, it is true that Gyeongbokgung is 30% smaller than Beijing palace. So what? If you want to see just big palace just go to the north korea, there is world's biggest palace(Kim il sung palace). Chinise palaces were built on the massive flat ground just to show their power to the world. Japanese palaces were built to fight against the other clans. But Korean palaces, especially Gyeongbokgung, were considerd to make a harmony with mountains and waters. When you travel some hiatorical places, I recommend you to study the background information about that place.","September 11, 2017"
We visited the palace on a beautiful sunny day. It was beautiful the grounds and buildings are in great condition. We saw the changing of the guards which was great to see. Lots of people there had rented 'hanbok' the traditional style dresses to walk around the palace and get some great pictures in the beautiful scenery. I felt a little under dressed without one. Would deffinatley recommend renting them from nearby as we noticed after we had been around the palace. Worth a trip here. ,"September 10, 2017"
"The place is nice but it looks always the same, from the entrance to the center and surrounding . A small concert was on, and many girls were wearing typical korean old time dress, nice to see and to listen at . My young guide, a 15 yo volontaire , have been very kind . Very interesting to know that the floor heating have not been invented recently and probably not in Europe, ... no idea . ","September 10, 2017"
We had a great tour guide and he made the tour enjoyable but the palace was not as nice or as visually interesting as the one in Beijing. Since it was rebuilt recently it lacks the historical feel of other similar palaces. There is a lack of furniture for example in the rooms and the complex is half rebuilt.I think it's worth a visit but definitely make sure you get a guide because I don't think it's very interesting if you're just walking around. ,"September 9, 2017"
"Very Interesting to understand how the medieval koreans lived. Also it shows how well preserved the palace has been kept. Its really cool to see the inner infrastructure of the rooms and quarters that the King , Queen and the maids lived in. The palace is massive and not really recommended for elderly and disabled tourists. It is definitely worth a go if you live around the area ! Its my second time here and would love to go again !","September 8, 2017"
"Amazing scenery and ambience ! A must go when in Seoul and rich in history as well! Tickets for foreigners costs 3,000KRW per adult and for kids it's 2,500(I think). They are free guided tours in English , Chinese , Japanese and Korean and stipulated timings as well. Do note it closes on Tuesdays! ","September 7, 2017"
Make sure - before you visit this palace- that you know the times of the changing of the guards.Very colourful.,"September 7, 2017"
"Very interesting to walk around with a guide to learn about the history. Architecture and designs are nice but because this was rebuilt, it doesn't have a high level of fascination (it's basically a replica).Quickly make your way to the Museum to learn some interesting things.","September 6, 2017"
"This palace is closed on Tuesdays and costs W3000, unless you are 65 or over in which case entry is free.A visit will last 1-2 hours depending on how much you want to see.Free guided tours in English are available at specific times. Otherwise it is self-guided. There are notices in English but not everything is explained.It is the biggest of the palaces in Seoul and has been much restored after having destroyed by fire, neglected or damaged by others during the 600 years since the oldest parts were built.The buildings are set within lovely grounds and flower beds. There are two pavilions set within ponds which are particularly scenic.Only downside is the small print in the information leaflet!The palace is next to the National Palace Museum of Korea.A must see in Seoul. Though note that many buildings are not lavishly furnished.","September 6, 2017"
"Gyeongbokgung Palace is probably one of the more interesting of all in Korea. If you can, try planning to go on the last Wednesday of the month as admission to most palace and museums are free. Also, in Seoul, they do free tours. However, you need to make reservations at least 48 hours beforehand. So, make sure to do your research before visiting the country. Gyeongbokgung Palace is cool in so many aspects, particularly the guard change every hour. In addition, men can also try out guard uniforms free of charge, in which you can walk within a specific area for 5-10 mins to take pictures.","September 6, 2017"
" You can see the pure art of Joseon Dynasty. Some stupids always said that it is quite smaller than chinese or japanese palace and nothing impressive. Yes, it is true that Gyeongbokgung is 30% smaller than Beijing palace. So what? If you want to see just big palace just go to the north korea, there is world's biggest palace(Kim il sung palace). Chinise palaces were built on the massive flat ground just to show their power to the world. Japanese palaces were built to fight against the other clans. But Korean palaces, especially Gyeongbokgung, were considerd to make a harmony with mountains and waters. When you travel some hiatorical places, I recommend you to study the background information about that place.","September 11, 2017"
We visited the palace on a beautiful sunny day. It was beautiful the grounds and buildings are in great condition. We saw the changing of the guards which was great to see. Lots of people there had rented 'hanbok' the traditional style dresses to walk around the palace and get some great pictures in the beautiful scenery. I felt a little under dressed without one. Would deffinatley recommend renting them from nearby as we noticed after we had been around the palace. Worth a trip here. ,"September 10, 2017"
"The place is nice but it looks always the same, from the entrance to the center and surrounding . A small concert was on, and many girls were wearing typical korean old time dress, nice to see and to listen at . My young guide, a 15 yo volontaire , have been very kind . Very interesting to know that the floor heating have not been invented recently and probably not in Europe, ... no idea . ","September 10, 2017"
We had a great tour guide and he made the tour enjoyable but the palace was not as nice or as visually interesting as the one in Beijing. Since it was rebuilt recently it lacks the historical feel of other similar palaces. There is a lack of furniture for example in the rooms and the complex is half rebuilt.I think it's worth a visit but definitely make sure you get a guide because I don't think it's very interesting if you're just walking around. ,"September 9, 2017"
"Very Interesting to understand how the medieval koreans lived. Also it shows how well preserved the palace has been kept. Its really cool to see the inner infrastructure of the rooms and quarters that the King , Queen and the maids lived in. The palace is massive and not really recommended for elderly and disabled tourists. It is definitely worth a go if you live around the area ! Its my second time here and would love to go again !","September 8, 2017"
"Amazing scenery and ambience ! A must go when in Seoul and rich in history as well! Tickets for foreigners costs 3,000KRW per adult and for kids it's 2,500(I think). They are free guided tours in English , Chinese , Japanese and Korean and stipulated timings as well. Do note it closes on Tuesdays! ","September 7, 2017"
Make sure - before you visit this palace- that you know the times of the changing of the guards.Very colourful.,"September 7, 2017"
"Very interesting to walk around with a guide to learn about the history. Architecture and designs are nice but because this was rebuilt, it doesn't have a high level of fascination (it's basically a replica).Quickly make your way to the Museum to learn some interesting things.","September 6, 2017"
"This palace is closed on Tuesdays and costs W3000, unless you are 65 or over in which case entry is free.A visit will last 1-2 hours depending on how much you want to see.Free guided tours in English are available at specific times. Otherwise it is self-guided. There are notices in English but not everything is explained.It is the biggest of the palaces in Seoul and has been much restored after having destroyed by fire, neglected or damaged by others during the 600 years since the oldest parts were built.The buildings are set within lovely grounds and flower beds. There are two pavilions set within ponds which are particularly scenic.Only downside is the small print in the information leaflet!The palace is next to the National Palace Museum of Korea.A must see in Seoul. Though note that many buildings are not lavishly furnished.","September 6, 2017"
"Gyeongbokgung Palace is probably one of the more interesting of all in Korea. If you can, try planning to go on the last Wednesday of the month as admission to most palace and museums are free. Also, in Seoul, they do free tours. However, you need to make reservations at least 48 hours beforehand. So, make sure to do your research before visiting the country. Gyeongbokgung Palace is cool in so many aspects, particularly the guard change every hour. In addition, men can also try out guard uniforms free of charge, in which you can walk within a specific area for 5-10 mins to take pictures.","September 6, 2017"
This Palace was a great break from a long day of walking around the city. It was great to able to walk around and take in all of the history. ,"September 6, 2017"
"This is one of the highly recommended site to visit in Seoul. Alight at Gyeongbokgung station and only 3mins walk to the palace.We actually rented the Hanbok and managed to get free entry to the palace. (due to Korea National Day). Nonetheless, it is highly recommended for couples to rent their Hanbok across the street (10mins walk, approx USD 30 for 2 hours rental). Have fun with your photo shoot in the Hanbok. You will not regret it. Just remember to bring along your selfie stick :)","September 6, 2017"
"The most wanted bucket list, just turn on Gyeongbokgung Palace station, the directions very clear. you can rent Hanbok cross the street (Behind the Ticket entrance), if you using Hanbook (Rp. 150.000 - Rp. 200.000 for 1 hours and half) you don't need to buy the ticket again (Free), just entrance and explore the Palace as you want, I suggest all of you come in the morning, to see the Ceremony.","September 6, 2017"
It is impossible to get there and can only see from afar. But the scene here is quite peaceful and romantic,"September 6, 2017"
"Comparing to palaces of same era in China or Japan, this is for us the least exciting. The grounds are not very well kept and parts of the palace are under renovation. ","September 5, 2017"
"Having visited both, I would recommend Gyeongbokgung over Changdeokgung. The architecture is about the same at either palace, but I personally think Gyeongbokgung's mountainous backdrop is more breathtaking than Changdeokgung's secret garden (which I thought was overrated).Try to visit during an off-peak time to avoid the crowds. I visited around 3 pm on a drizzly weekday afternoon and found the palace to be wonderfully uncrowded. The free English tour was a nice way to learn more about Korean history, but I also recommend taking the time to explore some of the more remote areas of the palace--the buildings are just as nicely restored and most people don't bother to walk that far in so it felt like I had the whole place to myself.","September 4, 2017"
"At first I didn't expect too much of it, I thought it was just an ordinary palace, like the ones I visited back in my country. However, when I set foot in the palace, I knew I was wrong. The palace was historical, huge, and marvelous. It's the kind of place that you can spend half a day there just to walk around and gaze upon the beauty of it.You can also see soldier marching and try traditional Korean Hanbok there!P.S. The entrance fee will be free if you rent Hanbok there!","September 4, 2017"
My family had a great time walking around the palace wearing the traditional Korean clothes and took a lot of photos. We were quite surprised to see how many dressed up like us. The solider performance at the main gate was neat. Great gift shop/cafeteria as it provides not only a place with AC for rest/drinks but offer many well made souvenirs. We were glad that we went in the morning because it started getting too hot in the afternoon. It was disappointing that the main pond/lake was under construction.,"September 4, 2017"
"spare sometime if you want to throughly walk around the place. it can be overwhelming, but there's a free 30-minutes tour in english. look for schedule near the entrance from gwanghamun gate. personally i'm happy with just that, then spend more time in other palaces like changdeokgung (within walking distance from gyeongbukgung) which has prettier garden and pavilions in my opinion.","September 4, 2017"
"Probably the main palace in Seoul, very cheap entrance fees, large palace to go around, possibility to visit the seoul folk museum nearby for free","September 3, 2017"
This Palace was a great break from a long day of walking around the city. It was great to able to walk around and take in all of the history. ,"September 6, 2017"
"This is one of the highly recommended site to visit in Seoul. Alight at Gyeongbokgung station and only 3mins walk to the palace.We actually rented the Hanbok and managed to get free entry to the palace. (due to Korea National Day). Nonetheless, it is highly recommended for couples to rent their Hanbok across the street (10mins walk, approx USD 30 for 2 hours rental). Have fun with your photo shoot in the Hanbok. You will not regret it. Just remember to bring along your selfie stick :)","September 6, 2017"
"The most wanted bucket list, just turn on Gyeongbokgung Palace station, the directions very clear. you can rent Hanbok cross the street (Behind the Ticket entrance), if you using Hanbook (Rp. 150.000 - Rp. 200.000 for 1 hours and half) you don't need to buy the ticket again (Free), just entrance and explore the Palace as you want, I suggest all of you come in the morning, to see the Ceremony.","September 6, 2017"
It is impossible to get there and can only see from afar. But the scene here is quite peaceful and romantic,"September 6, 2017"
"Comparing to palaces of same era in China or Japan, this is for us the least exciting. The grounds are not very well kept and parts of the palace are under renovation. ","September 5, 2017"
"Having visited both, I would recommend Gyeongbokgung over Changdeokgung. The architecture is about the same at either palace, but I personally think Gyeongbokgung's mountainous backdrop is more breathtaking than Changdeokgung's secret garden (which I thought was overrated).Try to visit during an off-peak time to avoid the crowds. I visited around 3 pm on a drizzly weekday afternoon and found the palace to be wonderfully uncrowded. The free English tour was a nice way to learn more about Korean history, but I also recommend taking the time to explore some of the more remote areas of the palace--the buildings are just as nicely restored and most people don't bother to walk that far in so it felt like I had the whole place to myself.","September 4, 2017"
"At first I didn't expect too much of it, I thought it was just an ordinary palace, like the ones I visited back in my country. However, when I set foot in the palace, I knew I was wrong. The palace was historical, huge, and marvelous. It's the kind of place that you can spend half a day there just to walk around and gaze upon the beauty of it.You can also see soldier marching and try traditional Korean Hanbok there!P.S. The entrance fee will be free if you rent Hanbok there!","September 4, 2017"
My family had a great time walking around the palace wearing the traditional Korean clothes and took a lot of photos. We were quite surprised to see how many dressed up like us. The solider performance at the main gate was neat. Great gift shop/cafeteria as it provides not only a place with AC for rest/drinks but offer many well made souvenirs. We were glad that we went in the morning because it started getting too hot in the afternoon. It was disappointing that the main pond/lake was under construction.,"September 4, 2017"
"spare sometime if you want to throughly walk around the place. it can be overwhelming, but there's a free 30-minutes tour in english. look for schedule near the entrance from gwanghamun gate. personally i'm happy with just that, then spend more time in other palaces like changdeokgung (within walking distance from gyeongbukgung) which has prettier garden and pavilions in my opinion.","September 4, 2017"
"Probably the main palace in Seoul, very cheap entrance fees, large palace to go around, possibility to visit the seoul folk museum nearby for free","September 3, 2017"
I like to visit this place again to get a good feel of the Korean culture. A must see to visit and experience. ,"September 2, 2017"
