review_title,review_body
Must visit place!,There was a direct bus from my Guest House and Taejongdae is the last stop. There is tram but I chose to walk all the way. Nice place but I would suggest you to check the weather before going there because it is more beautiful with clear sky.
Superb view,"The view at the observatory is superb. Wind was quite strong. Highly recommended to visit if you are in Busan.Tips:1) To avoid looooooong queue for the train, be sure to reach early as soon as it opens. 2) Alternatively you may walk all the way but be prepared as the road is going upwards and could be a couple of kilometres from the entrance. Good exercise though but be sure to have comfy walking shoes :)"
Nice walk,"Second visit to the park. I still find it enjoyable. Took the train and stopped at the observatory and did a slow walk. Great scenery along the coast. Nice slow trek going downhill. This time round we walked all the way down the cliff. Interesting to see the ladies selling seafood at the bottom of the cliff. Midway trek back, we stopped at a cafe for a drink. Nice and relaxing if you have time. Great place to spend 3 or 4 hours enjoying the ocean."
A must-go if you are in Busan! Amazing views!,"Took a bus near Lotte (Busan station). Upon reaching the stop, the driver will announce & everyone alight from the bus.You can grab a free map from the Information Office at the entrance then walk up a short distance to the waiting queue for the Danubi train. 2000won for adults.Or you also choose to walk all the way along the route.The Observatory is under some renovation so I didn't manage to get in. Went to the Lighthouse & the views were breathtaking! You can walk to the edge of the cliff and spam your camera shutter button all you'd like =P"
Taejongdae Park unspoiled views,"Unless you're prepared for a 2 - 3 km walk from the entrance to the observatory, best to take the cute Danubi tram (KRW2000) running at 10 mins interval. The tram has about 8 stops between its circular departure/arrival point, so you can easily hop at any stop without having to pay again. Just show your ticket when boarding. Key highlights of this scenic yet rustic park located at the southern most tip of Yeongdo-gu are the observation deck and lighthouse. Pleasant park though summer can be really hot walking down the fairly long flight of steps to reach the lighthouse and downhill to the magnificent stratified cliffs fronting the open sea. The close encounter is worth the hike and do go slow with children and elderly relatives. The smell of fresh leaves, music of chirping birds and scenic views will keep nature lovers and photography enthusiasts going. Tea Kettle Island is visible in the background. Directions: Subway line 1 to Nampo station exit 6, walk straight to 2nd bus stop. Take bus No 8, 30, or 88 and alight at the last bus stop for Taejongdae Park. To travel back, take the same buses at station next to the bus terminus for Nampo station. Lots of local eateries just outside the park offering local food such as sliced pork soup, grilled pork and chicken soup."
Very nice to walk around! Great views!,One can easily spend one day around Taejongdae. There are many walking paths and even some temples that one can visit. It's a bit far from the main city attractions but it's worth the bus trip.
This is the place if you love nature,"I took bus opposite from the Lotte to reach this place. No worry where to stop as this is the last stop of the bus. There are two ways to explore this park one is by walking if you think you are energetic second is by tram called Danubi. Tram will be the best way to explore it. You can observe the beautiful sea view and the natural park in Yeongdu which the most people visit here. There are some stalls selling seafood on the coast, you can having some fresh seafood by enjoying the nice sea view."
Inexpensive and nice views,Nice walk around the shore with several interesting points of view. If you don't want to walk you can still take a short train but you will have to wait.
Interesting coastline,"Take the tanubi train (2000won per pax, loop service but it's totally worth it - u can alight and board the next train when u are done sightseeing) or it involves alot of walking. As we were short of time, we did not alight and visit all the stops, but only the second stop (observatory) and third stop (light house). For the third stop it involves alot of walking and (?) climbing of the rock. But one can reach the shoreline real near, and the view is definitely fabulous! To think such a wonderful place was once people committed suicide by jumping off the cliff.."
okay place,"This place was not in our itinerary when we first arrived to Busan. But our landlord recommended it. So, we decided to visit the park. It is a huge park, you can enjoy the park via foot (a bit hilly, but not a hard trail) but we were too tired, so we decided to use the transport tram they provided there. It's a good place to relax, but if you had no time in your hand, you can skip this place. "
Lots of walking if you don't take the tram.,A temple a war monument and a lighthouse. Its a good walk if your reasonably fit i did see old ppl and small kids walking around so i would say its average. There is a tram you can take around if your not up to the walk. Probably the lighthouse would be the most strenuous part as its cliff side and you can actually go down to the sea.
Nice !,Nice and full of tourist. Be prepare to walk and walk and climb and climb! But see many people young and old coming here.we even had seafood sashimi here. What an experience! 
Enjoyable Walk,"Great to walk in morning period. If your traveling with elders or kids or you don't like to walk up slope, or you wanna save some time (it took us nearly 3 hours for the whole walking trip), try taking the tram with little fees. It could be actually quite tiring walking up the whole way to the top of the park for the best views. The view of the sea side cliffs is spectacular, but windy at the time we're there. However, its not reachable by LRT. The best option getting there is by taking bus 88 or 101 near Nampo area, and it's the last stop of the buses routes. After the walk, have a try on the seafood noodle just next to the bus station (just below the TOM TOm's Cafe)."
sightseeing,"we only had a day tour in Busan and Taejongdae first in our itinerary. The park can be covered by foot, but i recommend to take danubi train to save more time and energy :) The ticket train is only 2000won per adult. Best time to visit is in the morning. Best season to visit is Spring you can see a lot of cherry blossoms in the park."
The scenery is very beautiful.wesome View.....,The scenery is very beautiful. With the windy weather and the fresh air. furthermore with the season of cherry blossoms along the park ..
No English direction in the park ,"The scenery of Taejongdae park itself is great. What's lacking is that there is no English direction regarding how to board the train, its stops. Ordinarily this attraction does not cost anything but the train does. Quite exhausting if you choose to walk instead taking train. "
Scenic; may it be from the top looking down or at the coast or rocks,"It's natural beauty. The beauty of the layers of sedimentary rock formation, the fault lines, the sea, the sky, the pebbled coast or even a view from the top is great. It's not enough to be standing at the lighthouse and looking down. If your legs can take the steps, then, it's worth walking to the surface of the rocks. Better still, if you are still game for it, you can walk all the way down to the jetty, where there is an array of raw sea foods for viewing or consumption. To get here, take the Subway to Nampo.Get to exit 6, then walk straight for about half a minute The second bus stop is for buses No. 8, 30, 88, 88-A. to Taejongdae.Disembark when the announcement is made. Walk down and then up the hill towards the Danubi train station. It's some 8 minutes walk uphill, in the North west direction from where you got off the bus. Easier to take the Danubi train because a one way trip there would be about 2-3 km uphill."
take danubi train,"we had to wait for about 40mins for our turn to take the train, but we are tired of walking (the map says need 1 hour to walk, 20mins by train for the whole area). the observatory plaza was closed for renovation, only a small area open for photo / view, then we walked to the nearby lighthouse and down to the cliffs. the train did not stop at the southpoint view, which i tot should be a good point to stop though. the temples & playground we did not go as it looks a bit under maintained."
Lovely place on sunset,"As always everything is perfectly organised, clean and preserved in this park. You can have very impressive views on the Korean costline there. It's Worth taking a taxi or the city tour bus to go there. The best would be to go with the city tour bus and stop there and then at the maritime museum which is really interesting."
The scenery is very beautiful,"Take subway line 1 to Nampo Station, exit 6. Take Bus 88 or 101 and get off at the last stop (Taejongdae Chagoji)."
A must-see in Busan,"Very peaceful park, a bit far from the center of Busan but is definitely worth the ride. The nature is beautiful, right next to the sea"
"Nice views, but only a few",The main trail in the park takes around an hour and 15 minutes. You walk along a road on which a tourist train passes by every few minutes. You can take this train if you do not want to walk and you can get out at the interesting sights. We didn't take a train and just walked as it was not tiring at all. There were some nice views of the ocean but especially the last part of the trail is not really interesting. It was nice to get out the city and look at all the trees in spring.
Love the view,"I love mountains and the sea; this place have it all; beautiful to visit in the afternoon; the view is amazing; but can be a bit cold depend on the time of the year you visit, because of the wind; but the place is worth it; there are many buses coming from Nampodong to the entrance of the Taejongdae resort; from there you can walk or take a small ""bus"" offered by the resort; very beautiful view"
Lots of walking,"We arrived a little later than we should have. The land trains last run is at 6pm, with the final returning one being at 7.30pm. We just caught the last one to the light house. Ideally you would want to spend a few hours here and walk around the park, but we headed up to the top, saw the viewing point, walked down to the lighthouse and back up to the bus. To get to the lighthouse you have to walk down quite a number of stairs.I think the visit was worth it, just would have been nicer on a sunny day with some more time.Last land trains back are very busy so we walked back to the viewing stop which ensured we had a space."
Family Oriented Park,"It is a beautiful park. You can opt to walk if you are fit enough as the road is up hill & down hill. To tour the entire park you can purchase your ticket to board the 'Danubi Train"" and it stops at observation deck, light house and the temple. The young children will enjoy the ride as the front part of the train has a unique shape. The train comes with many colors. It is popular for the locals and tourist too."
Lovely Light house in Busan ,"To see the lovely light house & see the ocean in BusanIf you are visit Busan , you should visit this place.Make sure you wear the comfortable shoes to walk around this area.You'll never ever regret to visit here."
awesome place for some quiet walk,Taejongdae offers an awesome view of the sea and a quick get away if you're tired of the metropolitan life in Busan. There are a few walking trails in the area. Excellent half day trip and just a few minutes walk from Haeundae beach.
Stunning island park with sea views,Bring your walking shoes but be prepared for a very pleasant seaside park and views. I wouldn't bring along small children as the course can get hilly and steep with stairs. A light jacket might be a good idea when the sea breeze hits you. Stunning sea views and takes great photos as well.
Amazing view of the ocean,It was a lot of walking so I'd suggest being prepared to walk. There was an option to take a bus too but you get to really enjoy the place if you make the effort to take the trail. The ocean view along the trail was really nice.
Island Park great for an easy getaway from the city,We took a ferry that ported us on the other end of the island after giving us great views of some of the small Korean islands off the coast of Busan. We then walked around until exiting from the main entrance. Great place to walk and picnic. Loved watching the sunset while gazing out to the open water.
lovely lighthouse,"good to walk along for some time..there also is a small train along the trail..don't miss the lighthouse top..if you visit on weekdays, you can feel the Pacific ocean whole in your mind alone"
A walk with nature and the sea,"I opted to walk rather than taking the tram in order to save a little travel expenses. Not exactly wise if you don't like to walk or you are travelling with elderly/kid or the weather is wet/extreme hot. It was around a 4km walk if I remember correctly, but lucky thing for me, I was blessed with good cool weather. You get to see a pretty lighthouse, rocky edge that's photo worthy, endless trees with different colors (brown green red) and nice lamp posts. It's really a great place to stroll and enjoy nature."
Nice place with great view,"My second time to this place. A must see destination. Follow the instructions to get to this place. Would need to hike up 10-15 mins before you reach the entrance to buy the tram tickets. It is best to buy the tram tickets as it i quite tiring to climb the way up. There are many places to visit. The best place to go is the cliffs. you can walk on the cliffs and take lots of pictures or simply just chill there. Can be quite dangerous if you trip and fall, hence be careful. At the bottom of the cliff, you will see tentage near the bank of the ocean. They sell seafood but the price is very high. Other than that, expect to spend around half a day to explore the place. Definitely worth the time."
Nice Park & Lighthouse,"Taejongdae Park is along the southern tip of Yeongdo-gu coast. Entrance is free but if you opt for the train ride around the park it will cost you about KRW 2,000. It offers a beautiful view of the cliffs and the ocean.In the park you can find temples, food outlets, observatory and a lighthouse. Many statues dedicated to ocean going history can also be found here. There is also a dock where you can take a boat ride along the coastal waters to appreciate the view of the cliffs and lighthouse from the sea. The view from the lighthouse is amazing. This is also a good site for photography enthusiast. Also a good place to visit with the family. "
Another nature park,"This is another park among others in Busan, if you have seen others this could feel a little repetitive. Free to enter but it cost to take the park's train which round the area considerably frequent."
Nice Walk with Ocean Views,"If you enjoy walking and photography this is the spot for you. The walk takes about an hour at a leisurely pace. Benches are provided for your comfort. You are able to take a short ferry ride if you venture off the main road. If you are not inclined to walk, you can take a tour ""bus"". A nice way to spend an afternoon. Once finished there are nice little restaurants within walking distance."
Romantic ,I really liked this place even though I had a long day walking all around to find where to go but finally I arrived ♡ a lot of seoul ppl xD not many tourists which I really liked!! I went in winter so the weather was windy and so cold but I was fully prepared :D 
Mesmerized with the lighthouse during the night.,"Taejongdae is a scenic park along the coast. The park is not along the beach but on a cliff so what you see is a vista of the sea and rocky cliffs. You can take the Danubi train (2000 KRW) that goes around the park, which you can get off/on at any station and wait for the next train. But I love to walk so I skipped that. The road around the park is around 3.5km with a constant uphill for the first part, thus it's downhill afterwards. Aside from the constant vistas, there are also other attractions around the park like the pebble yards (beach), observation deck, interesting rock formations, lighthouse, memorial, and temples.I got there quite late at 4pm and thought my trip would be a waste since it got dark soon after (though the sunset was beautiful). But when I went down to see Yeongdo lighthouse, I was completely mesmerized with the effects of the light hitting the trees, cliffs, the sea. At 6pm on a winter night, there was no one else around, it was a bit creepy but the majestic silhouette of the cliffs and beautiful night seascape made me just sit there and enjoy the breeze. Of course the park would be so much nicer to experience during the day but I'm glad that I got to experience it during the night :)I travelled solo and I got there by riding bus no.101 and getting off at the last stop (Taejongdae). Entrance is free but riding the train isn't. I stayed for 3 hours despite it being dark, coz I love my me time ;)"
Beautiful...,"Loved the place, its nature and beauty of the sea. The walk is a killer with slopes but not to the locals who was briskly walking past. Took about 2 hours to each the lighthouse with side detours down a cliff to the sea. You should try walking to the end of the lighthouse and face the majestic awesomeness of the sea and its fantastic view!"
Spectacular view,The view over the ocean is spectacular. You have to walk down to a cliff near the lighthouse as it provides very interesting and nice background in pictures. The path to the cliff is windy but safe enough for a healthy person to walk there.
Tiring & freezing but worth it!,"Visit the park in Apr 15. Took a public bus to Taejondae Park at 6am. There is tram leaves every half an hour in the morning starts at 10am till 12 noon. It was a rainy day we didn't take the tram cos it was very early. The dramatic coastal cliffs, lighthouse & deep blue sea will take your breath away. It takes 2 hours to walk up and down the slopes the whole park is only 5 of us. Good exercise. Remember must have a proper and comfortable shoes. After the visit, went for a seafood steamboat at one of Korean restaurant near the bus stop before heading back into town."
Wear comfortably to walk comfortably,"Interesting place with lots of walking. Like the title suggests, wear comfortably to walk comfortably. You'll be thankful for it."
Awesome place,"I've been here about 5 times already and take all my friends who visit Busan here. You can either go by car or take a bus. I've only taken the bus from Jagalchi/Nampodong. You can take the bus #8 or #30 from there. It takes about 45 minutes. Once you get there, you can buy a ticket to ride the ""train"" (not an actual train, but a bus/truck pulling carts). They didn't have an order of boarding before, but now the tickets have numbers and people get in the line when their ticker number is displayed on the screen. You might have to wait about 3 rounds until your turn comes depending on the amount of people. If you get on the train, you will want to stop at the lighthouse (after the observatory). Take the stairs down to the lighthouse and keep heading down until you reach a building detached from the lighthouse. You want to turn right there and follow a trail to a cliff. This is the best area for pictures or just to chill and relax for a bit. It is needless to say that you should watch your step here. Once you are done taking your pictures and selfies, you have the option of going back to the entrance by ""train"" or by boat for 10,000 won (per person). If you want to take the train, I suggest that you walk back to the observatory and take the bus there as you will be skipping all the people that form the line at the lighthouse. If you take the boat, make sure it goes to the entrance of the park (if you parked there). I believe the last boat takes you to the port near the university (you can also take a bus back to Nampodong from here). Another way of going about this trip, which requires being able to speak a little bit of Korean, is buying the train ticket, coming out of the park and going through the parking lot (the one on the right when facing the park) and head towards the rocky beach. You will have to go through some food tents. Eventually, you will reach where they sell the boat tickets (same price here). The boat will make a stop at the bottom of the lighthouse, but people are told not to leave the boat assuming that you don't have a train ticket. If you tell them that it is ok (since you already bought the train ticket) you can be allowed to get off the boat, look around, and the take train back to the entrance once you are done. I know it is a handful of information, but it is a place that I quite like and hope the tips help you out!"
Beautiful coastal scenery,"Taejongdae is set in a national park with natural pine forest. The dramatic coastal cliffs, lighthouse & deep blue sea will take your breath away. Dress warmly in winter. There are well maintained paths down to the lighthouse & cliffs. Most tourists hop on the Danubi ""train"" & get down at the observatory to start their walk. After your visit, you can have a nice Korean meal near the bus stop before heading back into town."
Tiring but worth it,"Get to enjoy the nice scenery (cliff, beach, island, forests, rocks).. Actually, there's a small train providing shuttle service within the park , but it doesn't provide service on a rainy day. It takes 1-2 hours to walk up and down the slopes.. "
good place and very nice scenery,nice scenery and a lot of photo zones....not that crowded on weekday and you can take the tram to go up the hill
Worth the walk,Be prepared to walk for about 3 hours to enjoy the place on foot. Alternatively you could take the electric train/bus. We walked. A bit tiring but definitely doable. Scenery worth the effort.
Awesome View of Autumn Leaves,"Visited the park during the first week of December (which is already going into the winter months) and was surprise to still able to catch the last bit of the fall! The view of the yellow leaves along the trail was truly mesmerizing. You may choose to visit the park on foot or take the mini train/tram from the entrance (KRW2,000 hop on/off). Walking would be the best way to enjoy the park (slight slope on certain parts, but overall would be an easy walk). Be sure to visit Sinseon Rock after visiting Yeongdo Lighthouse (just follow the stairs below the lighthouse). The rock formation is amazing! You can easily spend 1/2 day in the park."
Wonderful ,We must used walking shoes because its streets uphill but we can used bus to the top. Sea view... good scenery... dont forget to bring a camera.. 
Taejongdae,"You could get to it by public bus, and once there you can either walk or buy a ticket for the bus at a very low price,and can get off and on any of the attractions along the way, they will tell you as they come to them and in English. It was worth going to, great view's and for taking photo's.Free to get into. Sorry forgot the bus No but ask at any info centre they are really helpful on anything you whant to know."
Taejongdae Cliff,we took the Busan City Bus so it was very easy for us to get there. We took the tram ride and hopped off and on several stops but the must stop point is the Taejongdae Cliffs. However be ready to walk down quite a bit of stairs before reaching the best photo taking point.
Feel the chilling wind of Busan Coastal Area.,"Overall a nice visit to Taejongdae. When you take the bus to last bus station or bus terminal, walk your way to the entrance and enter Taejongdae. There is sort of tram to bring you around... pretty cheap won$2000 per person. Keep the receipt as it allows you to drop-off and board back the tram. "
Beautiful!!!,"This is our 2nd visit to Taejongdae. With our Korail Pass, we went down to Busan from Seoul. At the Busan Station, you go out to exit 9 and front of the Kim-Bap Chunkook (small kim-bap franchise restaurant), take a bus 88A, 88B or 101 to last stop station which is Taejongdae (will take approx. 25 min). I really recommend to buy the tram ticket so you can on and off from the attraction point. This time we rode the ferry also to see the scenery from down to up of Taejongdae (It was okay for onetime experience but we like more scenery from up)."
Cool breeze at Taejongdae,"Going here, from busan station you need to take bus 88 or bus 101. After the busan station exit, turn Right. You need to take the underground bridge to take you to the other street. Turn left when you're at the underground. At the exit, you will immediately see a bus stop waiting area. Just wait for the said buses to stop then hop on ;)We arrived here on a Sunday. A lot of families were here, really crowded. But since it's really huge place to stroll to, you wont notice the crowd that much as you move around the place. Aside from the entrance ticket, we also avail the tram ride so we wont walk the whole time. The tram was really convenient for exit from the park.Make sure you wear the most comfortable shoes coz you will walk A lot. Really really a lot. And you will climb a lot of stairs too.I highly recommend this place. No. 1 in Busan"
Magnificent views ,"Honestly is a must checked in spots in Busan. Magnificent cliffs and views of the scenery. You can choose to walk as there are a few stops like temples, observation deck, light house and etc or you can pay and hop on the Danubi Train. "
A lot of walking,"if you enjoy hiking then you'll be fine. The scenery is what you'd expect from a rocky island. It's nice but it's not on the top of my list of things to do ever again. There's a small train that has a route around the island. You can walk down the ridiculously dangerous stone steps to catch a boat ride around the island. The water was very choppy that day but I'm told that, that was normal. If you have absolutely nothing to do in Busan, i.e. no tv reruns to watch online, and you don't mind all the walking, go for it. Don't get me wrong, the scenery was nice but...not THAT nice. If you've seen the ocean, you won't be too impressed."
Tiring,Is tired... alot of.staircase.Not suggest to senior people.View isn't that good. Better go in the morning
Went for a boat ride.,"Was on our to the Haeundae Beach, but with our limited time the taxi driver suggested that we go to this beach instead. We went on a boat ride, the view was fantastic, the kids enjoyed feeding the seagulls shrimp chips."
Splendid Sea View with nature's touch,"You can get here by taking a bus from Busan Station or Nampo Station to Taejongdae. I took a bus(Bus No. 66 or 88) from Nampo station, which takes around 15 minutes. Upon reaching here, you can get around Taejongdae by foot(with some serious walking) or take a tram. Tram is available at entrance with price of 2000 won. Of course the best part of taejongdae is the cliff area. Walk down hundreds of stairs and you can reach the cliff. Pretty magneficient view, so it worth a climb. There are some seaside tents selling seafood, probably worth a try for some raw seafood. Double thumbs up!!"
Beautiful Scenery,"My friends & I took bus no #101 and alight at last bus stop.There is no entrance fee to the park.There is a train (Danubi Train) which will takes you around the park. The fee for the train is KRW2,000 for adult.There is 5 stops. Basically, visitors can hop on & off the train at these 5 stops.But remember the waiting time could be long.You can always explore the park by foot.There were a lot of up & down hills along the way to the attractions.Tips: Wear comfortable shoes as there's quite a bit of walking."
Great Scenery!,Good views with plenty of walking to do if you do not want to wait for the tram ride. Might be better to walk as the wait for the tram can be pretty long. 
Nice Hike,"Actually i went to this park at April 2013.From Busan we took no. 88 from Nampo and it took around 20-30 minutes, Taejongdae was the last station. And then took danubi train with KRW2,000.With Danubi our first stop is Temple, but there is activities out there, so we move to observation deck and the lighthouse by walk. next stop are the shooting error site and down to the rocks for photo shoots. Taejondae it has beautiful sceneries."
Unforgettable Trip,"Last month i have a short trip to busan on Chuseok Holiday (Korea Mid Autumn Holiday)Me and my friend go to busan for 2 day 1 night. I go to Busan from Seoul with express bus, usually it only take 4 hours but because at that time is Chuseok Holiday we stuck in the traffic and spend 8 hours to get there. Tips for you guys : 1. Don't go there on Big holiday or long weekend if you don't want to stuck in the traffic.2. If you still want to go use KTX ( Korea fast train ) but more expensive.Ticket price using Express bus is depend on the bus type. The cheapest is General Bus 23.000 KWR one way. I use Excellent Bus type from Seoul To Busan price is 34.200 KRW one way. The different between these two bus is the facility, Excellent bus seat is bigger and have foot rest also there is usb plugs in every seat so you can charge your phone. The general type bus is only usual tourist bus and the seat is smaller.If you want to be more comfortable better you use Excellent bus, but if you a Backpacker General bus is just fine.2nd day in Busan i go to Taejongdae, if you want to see a beautiful scenery you must go here. You can capture many beautiful Photo here. Taejongdae is a National Park, it's look like a small mountain or hill that located in the side of ocean. We can see high seas from here. Taejongdae is really a big park with an uphill road, if you like hike you can walk but if you not do't be afraid they have shuttle bus ( Adult price is 2.000 - 5.000 KRW) i'm not remember. you can go to the lighthouse with shuttle bus it will took 5 minute. This place will be difficult for old people because there is many stairs. From the light house you can go down to a coral reef and took beautiful foot there. View from here is really beautiful.If you go to busan Taejongdae is one of the place you must visit!"
Nice scenery ,"Breath taking view from high up!Those we love photography would love this place.But you need to wait for the tram ride if you are too lazy to walk. (My advise, dress down, shoes) Be prepare to walk walk walk and walk. Trust me, I rather walk than wait for the tram."
Taejongdae in Pusan.,This is a very large park adjoinging the sea with beatiful cliffs. You can walk for more than two hours to look aroun it. Sunset is also beautifule there.
Breathtaking view but it comes with a price.,"Entrance is free but you might want to consider paying for the train ticket inside the park. A lot of locals actually come to this park to exercise daily, and always come prepared i.e with your umbrellas or raincoats cause the train won't be operating when its raining. Very beautiful view near the observatory tower. Wear a pair of good shoes as you will be walking a lot (if you are not planning to take the train). Cousin and I had to walk in the drizzling rain for 2 KM back to the entrance as the train stopped operating and we did not bring our raincoats along."
Nice View,"Love the view but train service can be improved. Train will not be in service if it's raining, which is very inconvenient for tourists. I walked 2km in the rain because train was not in service during rainy days even though i have paid for the tickets. "
Nice view,It was raining that morning so the trams were not running. We walked up to the top and saw a nice view of the ocean. 
Loved this,Located at the south end of yeongdo. Buses are available (Number 8 and 30 ) from biff to this place for 1300won one way.The park is about 5.2 km round trip Passenger train is available in the park for 2000 won. Nevertheless you could just walk along the path which demands more physical work.Check out the rocky beach. And of course enjoy the breeze there. It is so refreshing you dont feel like leaving.
Relax trip at taejongdae,"Well well, seriously, reminds me of jeju in a second, but this place is by its own with a few places to visit by tAking a paid tram that visits some temple, rocks, and lighthouse.. But the key idea is the relaxed mode we get at this place.. Worth a try.."
Taejongdae,"Taejongdae is one of the hop on hop off stops on the Busan city tour bus. It is rather scenic , but nothing spectacular to impress . It has some rock cliffs and some recreational fascilities for families to enjoy. It has been said that this place was the place where King Taejong fr the Silla dynasty , would often come for his archery practices. Pay 15000 won (US$15 ) for a day ticket to enjoy this and other places."
Good Beach,"Taejondae is one of the landmark of Busan. You can't miss this place if you decide to come to Busan. But you have to walk a little bit, good news for hiking lover like me."
Taejongdae trip,Very interesting trip we took train and bus 88 to reach the destination it is beautiful coastal line the nature wonder .need alot of energy to get there..ineteresting must not miss to be there when come to Busan.
Broad sea view. Perfect skyline.,Broad sea view. Perfect skyline. Need some walking even with little vehicle for travellers from point to point. 
Great coastal views,"The walk had fantastic views of the coast with waves hitting the rocks and small islets in the far horizon.The wind was extremely gusty, threatening to blow my cap away. As I looked down from where I was, I spotted 2 brave souls all the way down at the bottom of the cliff, standing right next to the ocean with its rippling waves. Apparently, there are dinosaur tracks down there.The observatory had a photo exhibition by Choi Ji Woo, a Korean actress from Busan. She’s the one who was always crying in Stairway to Heaven, a famous k-drama. You can also look out for a small islet shaped like a teapot from the observatory, aptly named Teapot Island."
The highlight of the Taejongdae tour,I love it here. It is so beautiful. This is the thing that satisfied my wanderlust. I would love to go here again. Its big and fun to explore here.
Nice stroll expecially for families,"Taejongdae is a pretty peninsula turned into a park featuring a paved walk and some extra off track options. The paved walk can be quite crowded as families enjoy spending the afternoon there. A wheeled train also runs on the same walk, making things a little confused. A lighthouse and Taejongdae landmark (see picture above) are worth visiting for the views and the breeze. Try to avoid weekends."
Taejongdae woohoo!!,"Coming to Taejongdae was a good choice. Be prepared to walk and walk, especially going down to the clifts but you will be rewarded by a great view and fantastic wind. Advisable to take the bus up instead of walking. From Busan Station, take Bus 88 or 101 and get off at Taejongdae"
"Beach, Rock, Lighthouse","This place is quite nice; I like the view of its scenery, soothing and breathtaking. sadly I went there when there was thick fog ,limiting our visibility. The wind here was very strong, do not open your umbrella, my friend break his while playing with it.there is a bus service for just 2000 W and you can use it as many as you like."
Nice place to waste time on a weekend,"The place was good for a weekend laze. Great rock formations riddled with fossils. Nice ocean view and fresh air. Japan's Tsushima Island can be seen from afar on a lucky day. Truck train is available if you're lazy to walk around. There are temples and several interesting sites on the island. Check them all out ;)This place is also great for jogging and running. The island offers paved road and scenic view.Taejongdae is accessible from Busan Center via bus from Nampodong. If you're in Busan, this place is a must see."
A must do ,The walk there is the best view you can get of the city. It's a must you don't have to do the 4.2 km walk just do the third if you don't feel like walking it's enough. Amazing path whit suspended Briges and compress air station to clean your shoes 
Beautiful scenary that you can't miss.,"It was a long weekend... There were so many people visiting Taejondae. Even though there is a shuttle bus service with ticket purchase, we couldn't wait an hour to reserve the seats. My friend ad I decided to walk up the mountain, and it was a a bit tough, but a good walk! And we took the boat tour on our way back. It was a great choice to walk up and take the boat. We saw a lot more!"
Beautiful!,"I love taejongdae! Beautiful walking, gorgeous cliffs, and plenty of little stops along the way. The overlook is beautiful and offers free wifi which is a great check in point for tourist without cell phones, and the lighthouse is incredible. I loved the boat you can take for ten thousand won - takes you along the cliffs and it's breathtaking. "
Overrated. ,"We actually found it a total waste of time. Walked in, bought tickets, waited like 30mins for those tourist trolley trams to bring us in. When we arrived, it's just a viewing deck to look out into the sea (Busan has fantastic sea view from every angle anyway) ....Spent an even longer time waiting for trams to bring us out of the park (too many tourist, too few things to see). Basically a ""touch n go"". Dun think I even bothered to take much pics there either. "
TAEJONGDAE CLIFF WALK,"I was literally exhausted after doing this walk, but it was so worth it. The view was stunning and my pictures came about amazing. While it was beautiful, its one of those things I would do once, way to strenuous hahahhha. there was a line for a trolley type thing to take you to the top of the hill, but that line was really really long"
"Wonderful,windy","We love here so much,it really a wonderful and nice scenery place.We reach here late evening,therefore we can't finish the park.Kids like the place too,it is cool in November therefore they willing to walk although it has so many step to go.Must pay a visit here if you love nature."
A nice park to visit,"Nice park to visit in a cool weather but took the train instead of walking to the Lighthouse.We went down to the bottom on the cliff and there were women selling fresh seafood caught by divers from the sea.Enjoyed our fresh sea cucumber and sole fish sashimi at W30,000 per dish. It was an experience eating in tents by the sea. Thereafter, we proceeded to the pebble beach to have some fun time by the sea.A place to visit while in Busan."
A foggy day but still a nice pary,"We enjoyed taking walks in this large park and touristic destination. The views, even in the fog, were significant and the sound of the surf was very nice. One can see why the emperors enjoyed the summer seasons here. WARNING, however. The place has got to be crowded on regular summer Saturdays, because there were almost too many people for us on a rainy and foggy day. Get there early and get out quick. "
nice view with fresh scenery,"I go there with my kids, experiencing the fresh smell of natural environment created by GOD, So awesome! You can ride a bus to strolling the whole island just only 20000 won the fare......"
excellent place,I was there and amazed wonderfyl pleace I walk around I visited temples and I saw ligth house one of my high ligth of busan
Nice place to watch Koreans visiting a national park,"Not what you expect when you go to a National Park. You are always on crowded streets.But it is nice, nice views, temples, trees.And it's fun to watch the locals to enjoy an afternoon in the ""nature""."
Quite a nice walk with some interesting area to explore~,"It's quite a nice place! There's an option to take a tram that will stop at different important stops (which we didn't cuz there's a looooong queue) or just.. walk.Hmm.. a full round takes about 1.5 to 2hrs walk if i'm not wrong.We didn't want to queue and since we still have some time, we decided to trek!Quite a nice walk with some interesting area to explore~If you have the time and don't mind walking, do the walk!Full review: http://wanderer.summeree.com/travel/korea/busan/taejongdae/"
